time,yaw,pitch,roll
182.45,99.27,-7.35,-19.15
182.453,98.92,-7.39,-19.01
182.455,98.81,-7.07,-18.59
182.458,99.05,-6.13,-18.57
182.461,99.19,-4.59,-18.97
182.463,99.35,-1.99,-17.66
182.466,101.55,2.6,-16.06
182.468,102.37,4.29,-16.45
182.47,102.72,6.56,-16.88
182.535,101.85,9.37,-15.8
182.539,102.55,13.32,-14.22
182.541,101.67,14.54,-12.94
182.562,101.33,14.9,-13.98
182.566,100.72,13.97,-14.02
182.57,99.7,12.84,-14.25
182.572,98.81,11.59,-13.66
182.713,99.08,10.86,-13.57
182.721,98.13,7.34,-15.17
182.728,97.99,4.98,-17.35
182.733,97.3,2.72,-18.55
182.736,96.72,2.45,-18.14
182.739,97.38,4.22,-16.35
182.742,96.61,10.39,-18.48
182.745,94.55,10.85,-17.89
182.747,94.91,14.41,-17.57
182.762,95.23,18.77,-15.4
182.764,94.19,17.2,-14.66
182.767,93.2,14.98,-13.49
182.77,92.9,12.12,-14.03
182.773,92.91,10.17,-13.55
182.775,93.28,7.02,-16.71
182.777,92.44,3.54,-20.47
182.78,91.62,0.13,-22.39
182.782,91.63,0.8,-21.84
182.784,92.07,3.38,-20.25
182.787,93.75,6.21,-18.39
182.789,94.83,5.54,-18.9
182.791,93.93,1.88,-21.26
182.793,93.41,-1.5,-24.35
182.795,92.38,-4.9,-26.64
182.813,91.66,-7.12,-28.96
182.815,91.57,-7.35,-29.72
182.818,92.29,-6.28,-29.02
182.821,92.31,-7.19,-29.46
182.823,92.2,-8.58,-30.45
182.826,92.05,-10.42,-31.04
182.827,91.4,-11.82,-31.08
182.83,90.41,-12.12,-30.93
182.832,90.71,-11.27,-30.09
182.834,91.73,-9.01,-28.98
182.837,93.49,-5.38,-27.34
182.84,93.68,-4.17,-26.38
182.842,92.93,-5.3,-27.04
182.843,92.52,-6.28,-26.91
182.846,91.44,-7.5,-27.2
182.849,90.78,-8.42,-27.26
182.852,90.3,-9.19,-26.97
182.854,90.14,-9.89,-27.01
182.857,90.02,-10.51,-26.94
182.86,89.26,-11.86,-27.5
182.862,89.25,-12.66,-27.02
182.88,89.71,-12.77,-27.19
